scan	depth	temp	conductivity	density	salinity	time	turbidity	cdom	chlor_a	ox_sat	lat	long	flag
75900	2.35	20.0268	4.787964	1024.7234	34.9454	736620721	2.43	0	0.47379	7.39414	34.17196	-77.77464	0
75901	2.321	20.023	4.79127	1024.7473	34.9756	736620722	2.401	0	0.47913	7.39333	34.1719	-77.77468	0
75902	2.296	19.9774	4.784643	1024.7468	34.9593	736620722	2.449	0	0.47303	7.40023	34.1719	-77.77468	0
75903	2.277	19.9543	4.780938	1024.7442	34.9481	736620722	2.516	0	0.46921	7.40385	34.17192	-77.77466	0
75904	2.251	19.9544	4.781264	1024.7461	34.9507	736620722	2.514	0	0.47456	7.40372	34.17192	-77.77466	0
75905	2.219	19.977	4.781793	1024.7289	34.9363	736620722	2.51	0	0.48066	7.40128	34.17192	-77.77466	0
75906	2.197	20.0267	4.789947	1024.7352	34.9617	736620722	2.449	0	0.46006	7.39343	34.17192	-77.77466	0
75907	2.185	19.9964	4.787612	1024.7478	34.9679	736620722	2.478	0	0.43183	7.39728	34.17192	-77.77466	0
75908	2.178	19.973	4.782991	1024.7399	34.9494	736620722	2.516	0	0.4509	7.40125	34.17192	-77.77466	0
75909	2.174	19.9789	4.782533	1024.7317	34.9408	736620722	2.529	0	0.48295	7.40083	34.17192	-77.77466	0
75910	2.154	20.0071	4.787737	1024.7388	34.96	736620723	2.481	0	0.46616	7.39616	34.17188	-77.7747	0
75911	2.126	19.9889	4.785847	1024.7433	34.9597	736620723	2.51	0	0.46998	7.39865	34.1719	-77.77468	0
75912	2.099	19.9731	4.783166	1024.7405	34.9508	736620723	2.548	0	0.4799	7.40117	34.1719	-77.77468	0
75913	2.082	19.9748	4.783036	1024.7381	34.9483	736620723	2.518	0	0.48295	7.40105	34.1719	-77.77468	0
75914	2.07	19.9841	4.785148	1024.7429	34.9579	736620723	2.518	0	0.47608	7.39937	34.1719	-77.77468	0
75915	2.044	19.9858	4.78462	1024.738	34.9522	736620723	2.499	0	0.47074	7.39939	34.1719	-77.77468	0
75916	2.014	19.9858	4.784991	1024.7402	34.9552	736620724	2.714	0	0.45396	7.39926	34.17186	-77.77474	0
75917	1.994	19.9882	4.784886	1024.7373	34.9524	736620724	2.687	0	0.44633	7.39906	34.17186	-77.77474	0
75918	1.969	20.0092	4.786403	1024.7278	34.9474	736620724	2.522	0	0.43336	7.39643	34.17188	-77.7747	0
75919	1.934	20.0216	4.7894	1024.7353	34.9616	736620724	2.523	0	0.43565	7.39413	34.17188	-77.7747	0
75920	1.909	20.0371	4.789215	1024.7201	34.9472	736620724	2.52	0	0.45472	7.39266	34.17188	-77.7747	0
75921	1.902	20.0615	4.792606	1024.7194	34.9547	736620724	2.996	0	0.46235	7.38904	34.17188	-77.7747	0
75922	1.857	20.0623	4.793431	1024.7236	34.9608	736620724	3.491	0	0.4654	7.38866	34.17188	-77.7747	0
75923	1.817	20.0544	4.791653	1024.7194	34.9528	736620724	2.848	0	0.4448	7.39007	34.17188	-77.7747	0
75924	1.789	20.0568	4.792053	1024.7196	34.9541	736620724	2.626	0	0.45243	7.38969	34.17188	-77.7747	0
75925	1.768	20.067	4.792642	1024.7141	34.9505	736620725	2.462	0	0.43488	7.38848	34.17184	-77.77476	0
75926	1.76	20.0791	4.794689	1024.7159	34.9572	736620725	2.453	0	0.42573	7.38655	34.17188	-77.77474	0
75927	1.739	20.0673	4.794438	1024.7249	34.965	736620725	2.48	0	0.4303	7.38781	34.17188	-77.77474	0
75928	1.699	20.0296	4.789422	1024.7273	34.9553	736620725	2.525	0	0.44633	7.39333	34.17188	-77.77474	0
75929	1.678	20.0312	4.788396	1024.7193	34.9455	736620725	2.518	0	0.45014	7.39354	34.17188	-77.77474	0
75930	1.647	20.046	4.790686	1024.7202	34.952	736620725	2.44	0	0.45853	7.39125	34.17188	-77.77474	0
75931	1.626	20.0571	4.792521	1024.7216	34.9577	736620725	2.44	0	0.44022	7.38949	34.17188	-77.77474	0
75932	1.616	20.0638	4.792873	1024.7178	34.9551	736620725	2.506	0	0.43793	7.38871	34.17188	-77.77474	0
75933	1.593	20.0625	4.793218	1024.721	34.959	736620726	2.51	0	0.42344	7.38872	34.17182	-77.77478	0
75934	1.568	20.0576	4.791941	1024.7173	34.9527	736620726	2.447	0	0.42039	7.38966	34.17182	-77.77478	0
75935	1.539	20.0555	4.792546	1024.7229	34.9594	736620726	2.43	0	0.43107	7.38965	34.17186	-77.77476	0
75936	1.505	20.0608	4.791534	1024.7117	34.9467	736620726	2.436	0	0.42802	7.38948	34.17186	-77.77476	0
75937	1.483	20.0719	4.794265	1024.7186	34.9598	736620726	2.632	0	0.43183	7.38741	34.17186	-77.77476	0
75938	1.453	20.0809	4.794362	1024.711	34.9531	736620726	2.796	0	0.41352	7.38648	34.17186	-77.77476	0
75939	1.429	20.0873	4.795404	1024.7117	34.9563	736620726	2.815	0	0.40284	7.38548	34.17186	-77.77476	0
75940	1.424	20.0939	4.796105	1024.7101	34.9566	736620726	2.573	0	0.40665	7.38457	34.17186	-77.77476	0
75941	1.417	20.0977	4.796556	1024.7095	34.9572	736620727	2.485	0	0.3975	7.38404	34.1718	-77.7748	0
75942	1.401	20.0958	4.796306	1024.7096	34.9567	736620727	2.598	0	0.39979	7.38432	34.1718	-77.7748	0
75943	1.393	20.1022	4.796861	1024.7073	34.9559	736620727	2.655	0	0.39063	7.38349	34.17184	-77.77478	0
75944	1.387	20.103	4.797239	1024.7089	34.9584	736620727	2.522	0	0.39292	7.38327	34.17184	-77.77478	0
75945	1.398	20.0991	4.796532	1024.708	34.9558	736620727	2.537	0	0.39979	7.38391	34.17184	-77.77478	0
75946	1.395	20.1041	4.796964	1024.7062	34.9552	736620727	2.998	0	0.41581	7.38327	34.17184	-77.77478	0
75947	1.381	20.1062	4.797496	1024.7076	34.9578	736620727	3.016	0	0.40208	7.38286	34.17184	-77.77478	0
75948	1.369	20.0969	4.796785	1024.7114	34.9597	736620727	2.75	0	0.39979	7.38404	34.17184	-77.77478	0
75949	1.358	20.0953	4.79599	1024.7079	34.9546	736620727	2.558	0	0.40131	7.38448	34.17184	-77.77478	0
75950	1.331	20.0763	4.794785	1024.7173	34.9605	736620728	2.52	0	0.39979	7.38679	34.17178	-77.77484	0
75951	1.296	20.0692	4.793052	1024.7127	34.9522	736620728	2.565	0	0.39826	7.38811	34.17182	-77.7748	0
75952	1.292	20.0797	4.794195	1024.7104	34.9528	736620728	2.457	0	0.40589	7.38666	34.17182	-77.7748	0
75953	1.269	20.0887	4.795503	1024.7104	34.9561	736620728	2.481	0	0.39826	7.38531	34.17182	-77.7748	0
75954	1.243	20.0946	4.796656	1024.7122	34.9606	736620728	2.79	0	0.40055	7.38431	34.17182	-77.7748	0
75955	1.215	20.0808	4.794513	1024.7111	34.9546	736620728	2.651	0	0.38987	7.38644	34.17182	-77.7748	0
75956	1.177	20.0912	4.795374	1024.707	34.9529	736620729	2.85	0	0.38148	7.3851	34.17176	-77.77486	0
75957	1.16	20.1028	4.797124	1024.7074	34.9577	736620729	2.771	0	0.3975	7.38333	34.17176	-77.77486	0
75958	1.134	20.106	4.797544	1024.707	34.9584	736620729	2.798	0	0.32502	7.38286	34.1718	-77.77482	0
75959	1.098	20.1036	4.797012	1024.7057	34.9561	736620729	2.848	0	0.3563	7.38329	34.1718	-77.77482	0
75960	1.055	20.1093	4.797603	1024.7041	34.9562	736620729	2.729	0	0.38224	7.38251	34.1718	-77.77482	0
75961	1.014	20.1116	4.798099	1024.705	34.9584	736620729	2.873	0	0.41123	7.38211	34.1718	-77.77482	0
75962	0.975	20.11	4.797784	1024.7043	34.9571	736620729	3.18	0	0.3357	7.38238	34.1718	-77.77482	0
75963	0.94	20.0939	4.796746	1024.7121	34.962	736620729	2.867	0	0.32273	7.38434	34.1718	-77.77482	0
75964	0.897	20.0926	4.794977	1024.7021	34.9486	736620729	2.607	0	0.36316	7.3851	34.1718	-77.77482	0
75965	0.848	20.105	4.797541	1024.7067	34.9593	736620730	2.615	0	0.35477	7.38296	34.17174	-77.77488	0
75966	0.786	20.1057	4.797461	1024.7054	34.9581	736620730	2.707	0	0.34485	7.38292	34.17178	-77.77486	0
75967	0.746	20.1072	4.797413	1024.7036	34.9565	736620730	2.579	0	0.37919	7.38279	34.17178	-77.77486	0
75968	0.699	20.1082	4.797602	1024.7036	34.9572	736620730	2.695	0	0.36011	7.38262	34.17178	-77.77486	0
75969	0.662	20.1117	4.797861	1024.7019	34.9565	736620730	3.063	0	0.31281	7.38218	34.17178	-77.77486	0
75970	0.632	20.1148	4.798104	1024.7006	34.9559	736620730	3.172	0	0.32654	7.38179	34.17178	-77.77486	0
75971	0.625	20.12	4.798993	1024.7014	34.9588	736620730	2.661	0	0.36774	7.38095	34.17178	-77.77486	0
75972	0.613	20.1128	4.797839	1024.7006	34.9554	736620730	2.422	0	0.38453	7.38208	34.17178	-77.77486	0
75973	0.614	20.1165	4.798137	1024.6992	34.9548	736620731	2.846	0	0.38911	7.38161	34.17172	-77.7749	0
75974	0.61	20.1204	4.798865	1024.7002	34.9575	736620731	3.012	0	0.36088	7.38096	34.17172	-77.7749	0
75975	0.604	20.1206	4.798798	1024.6996	34.9567	736620731	1.137	0	0.35859	7.38097	34.17176	-77.77488	0
75976	0.597	20.1215	4.799	1024.7	34.9577	736620731	2.379	0	0.34257	7.38081	34.17176	-77.77488	0
75977	0.595	20.1114	4.798214	1024.7041	34.9596	736620731	3.161	0	0.3624	7.38208	34.17176	-77.77488	0
75978	0.583	20.1045	4.796806	1024.7015	34.9538	736620731	3.05	0	0.20752	7.38327	34.17176	-77.77488	0
75979	0.57	20.0976	4.796353	1024.7049	34.9559	736620731	2.647	0	0.31205	7.38411	34.17176	-77.77488	0
75980	0.568	20.0843	4.794977	1024.7082	34.9557	736620731	2.281	0	0.34638	7.38592	34.17176	-77.77488	0
75981	0.552	20.0817	4.794224	1024.7057	34.9517	736620731	2.081	0	0.37613	7.38644	34.17176	-77.77488	0
75982	0.544	20.085	4.795223	1024.709	34.9571	736620732	3.466	0	0.36698	7.38576	34.1717	-77.77494	0
75983	0.536	20.0885	4.795143	1024.7053	34.9536	736620732	2.531	0	0.4097	7.38544	34.17174	-77.7749	0
75984	0.535	20.1027	4.796573	1024.7015	34.9534	736620732	2.88	0	0.47761	7.38353	34.17174	-77.7749	0
75985	0.527	20.1111	4.797916	1024.7022	34.9574	736620732	2.697	0	0.4097	7.38221	34.17174	-77.7749	0
75986	0.538	20.1132	4.798187	1024.7021	34.9579	736620732	3.109	0	0.28611	7.38191	34.17174	-77.7749	0
75987	0.547	20.1138	4.798018	1024.7006	34.956	736620732	3.857	0	0.31662	7.38192	34.17174	-77.7749	0
75988	0.551	20.1146	4.797925	1024.6993	34.9546	736620732	4.124	0	0.33341	7.38187	34.17174	-77.7749	0
75989	0.575	20.099	4.796659	1024.7054	34.9572	736620732	3.819	0	0.30442	7.38386	34.17174	-77.7749	0
75990	0.587	20.1054	4.796188	1024.6968	34.948	736620733	3.445	0	0.28763	7.3834	34.17168	-77.77496	0
75991	0.59	20.1147	4.798387	1024.7022	34.9583	736620733	5.837	0	0.4303	7.3817	34.17168	-77.77496	0
75992	0.602	20.1163	4.798541	1024.7018	34.9582	736620733	5.516	0	0.2594	7.38148	34.17172	-77.77492	0
75993	0.605	20.1155	4.798402	1024.7016	34.9577	736620733	4.273	0	0.50278	7.38161	34.17172	-77.77492	0
75994	0.601	20.113	4.79806	1024.7018	34.9571	736620733	3.548	0	0.40284	7.38198	34.17172	-77.77492	0
75995	0.595	20.1172	4.798159	1024.6985	34.9543	736620733	3.7	0	0.37003	7.38153	34.17172	-77.77492	0
75996	0.61	20.1209	4.799042	1024.7008	34.9585	736620733	3.098	0	0.35706	7.38085	34.17172	-77.77492	0
75997	0.619	20.1213	4.798988	1024.7002	34.9577	736620734	1.959	0	0.33875	7.38083	34.17168	-77.77498	0
75998	0.634	20.1213	4.798858	1024.6994	34.9567	736620734	3.18	0	0.33112	7.38088	34.1717	-77.77494	0
75999	0.655	20.118	4.798814	1024.7022	34.959	736620734	3.439	0	0.46082	7.38121	34.1717	-77.77494	0
76000	0.654	20.1156	4.798344	1024.7014	34.9572	736620734	3.37	0	0.39597	7.38162	34.1717	-77.77494	0
76001	0.631	20.1185	4.798452	1024.6993	34.9556	736620734	2.981	0	0.1976	7.38129	34.1717	-77.77494	0
76002	0.622	20.1215	4.799003	1024.7001	34.9577	736620734	2.846	0	0.36469	7.38081	34.1717	-77.77494	0
76003	0.613	20.123	4.799157	1024.6997	34.9577	736620734	3.122	0	0.35935	7.3806	34.1717	-77.77494	0
76004	0.609	20.1222	4.799225	1024.7008	34.9589	736620734	3.305	0	0.33112	7.38066	34.1717	-77.77494	0
76005	0.611	20.1208	4.798846	1024.6997	34.957	736620735	3.927	0	0.30823	7.38093	34.17166	-77.775	0
76006	0.637	20.1227	4.799122	1024.6998	34.9576	736620735	3.357	0	0.31281	7.38064	34.1717	-77.77498	0
76007	0.711	20.1225	4.799144	1024.7005	34.958	736620735	3.113	0	0.32883	7.38066	34.1717	-77.77498	0
76008	0.776	20.1211	4.799068	1024.7015	34.9585	736620735	3.124	0	0.35477	7.38082	34.1717	-77.77498	0
76009	0.823	20.1258	4.799311	1024.699	34.9566	736620735	2.577	0	0.37079	7.38028	34.1717	-77.77498	0
76010	0.848	20.129	4.799981	1024.7004	34.9594	736620735	2.447	0	0.35859	7.37972	34.1717	-77.77498	0
76011	0.87	20.1278	4.799834	1024.7006	34.9591	736620735	2.453	0	0.3624	7.37989	34.1717	-77.77498	0
76012	0.907	20.1215	4.799376	1024.7036	34.9606	736620735	2.43	0	0.37613	7.38068	34.1717	-77.77498	0
76013	0.941	20.1063	4.797567	1024.7061	34.9584	736620736	2.449	0	0.39063	7.38282	34.17164	-77.77502	0
76014	0.978	20.0997	4.796386	1024.7048	34.9543	736620736	2.493	0	0.39597	7.3839	34.17164	-77.77502	0
76015	1.017	20.1028	4.797086	1024.7065	34.9573	736620736	2.789	0	0.44404	7.38334	34.17168	-77.775	0
76016	1.065	20.0948	4.796663	1024.7113	34.9606	736620736	2.8	0	0.40818	7.38429	34.17168	-77.775	0
76017	1.111	20.1083	4.796758	1024.7	34.9501	736620736	3.138	0	0.41276	7.38292	34.17168	-77.775	0
76018	1.147	20.1164	4.798969	1024.7066	34.9614	736620736	3.286	0	0.39673	7.38133	34.17168	-77.775	0
76019	1.204	20.1198	4.798991	1024.704	34.9588	736620736	2.71	0	0.39368	7.38099	34.17168	-77.775	0
76020	1.279	20.1058	4.798398	1024.7132	34.9656	736620736	2.455	0	0.39597	7.38258	34.17168	-77.775	0
76021	1.352	20.0988	4.795783	1024.7034	34.9499	736620736	2.581	0	0.41886	7.38421	34.17168	-77.775	0
76022	1.429	20.1046	4.797766	1024.7109	34.9613	736620737	2.687	0	0.4181	7.38292	34.17162	-77.77504	0
76023	1.5	20.088	4.796432	1024.7177	34.9641	736620737	2.63	0	0.40818	7.38504	34.17166	-77.77502	0
76024	1.579	20.0571	4.792726	1024.7227	34.9595	736620737	2.586	0	0.40818	7.38942	34.17166	-77.77502	0
76025	1.676	20.0315	4.790059	1024.7294	34.9589	736620737	2.554	0	0.43412	7.39291	34.17166	-77.77502	0
76026	1.741	19.9952	4.786551	1024.7404	34.9603	736620737	2.523	0	0.45701	7.39777	34.17166	-77.77502	0
76027	1.811	19.9741	4.783428	1024.7401	34.9522	736620737	2.522	0	0.45396	7.40098	34.17166	-77.77502	0
76028	1.851	19.9546	4.782048	1024.7491	34.9571	736620737	2.554	0	0.4593	7.4034	34.17166	-77.77502	0
76029	1.905	19.9589	4.78148	1024.7419	34.9488	736620737	2.539	0	0.46235	7.40318	34.17166	-77.77502	0
76030	1.937	19.9628	4.783547	1024.7515	34.9626	736620738	2.581	0	0.51804	7.40206	34.1716	-77.77506	0
76031	1.963	19.9603	4.782563	1024.7477	34.9566	736620738	2.529	0	0.50202	7.40266	34.17164	-77.77504	0
76032	1.984	19.9575	4.782429	1024.7495	34.9578	736620738	2.592	0	0.48295	7.40298	34.17164	-77.77504	0
76033	1.991	19.9606	4.782058	1024.7444	34.9522	736620738	2.51	0	0.49287	7.40281	34.17164	-77.77504	0
76034	2.008	19.9792	4.78453	1024.7432	34.957	736620738	2.502	0	0.48142	7.40008	34.17164	-77.77504	0
76035	2.016	19.9727	4.784211	1024.7471	34.9597	736620738	2.552	0	0.48905	7.40083	34.17164	-77.77504	0
76036	2.019	19.9681	4.783224	1024.7451	34.9555	736620739	2.527	0	0.47227	7.40165	34.17158	-77.77508	0
76037	2.025	19.971	4.783351	1024.7433	34.9541	736620739	2.577	0	0.47684	7.40132	34.17158	-77.77508	0
76038	2.038	19.976	4.784124	1024.7436	34.9563	736620739	2.537	0	0.47532	7.40054	34.17162	-77.77508	0
76039	2.053	19.9778	4.784381	1024.7437	34.9568	736620739	2.562	0	0.48829	7.40027	34.17162	-77.77508	0
76040	2.079	19.9782	4.784387	1024.7435	34.9565	736620739	2.565	0	0.49287	7.40023	34.17162	-77.77508	0
76041	2.109	19.9815	4.784537	1024.7416	34.9551	736620739	2.59	0	0.48524	7.39985	34.17162	-77.77508	0
76042	2.141	19.9882	4.785189	1024.7398	34.9549	736620739	2.533	0	0.49592	7.39896	34.17162	-77.77508	0
76043	2.175	19.9921	4.786062	1024.7419	34.9587	736620739	2.491	0	0.49668	7.39826	34.17162	-77.77508	0
76044	2.21	19.9942	4.785752	1024.7383	34.9544	736620739	2.499	0	0.48295	7.39816	34.17162	-77.77508	0
76045	2.25	20.0026	4.786784	1024.7373	34.9558	736620740	2.499	0	0.47761	7.39695	34.17156	-77.77512	0
76046	2.288	20.009	4.787548	1024.7365	34.9568	736620740	2.481	0	0.48905	7.39605	34.1716	-77.7751	0
76047	2.337	20.0121	4.787814	1024.7355	34.9564	736620740	2.493	0	0.5066	7.39564	34.1716	-77.7751	0
76048	2.381	20.0136	4.787977	1024.7355	34.9565	736620740	2.552	0	0.51423	7.39545	34.1716	-77.7751	0
76049	2.42	20.0125	4.788099	1024.7373	34.9583	736620740	2.508	0	0.52033	7.3955	34.1716	-77.7751	0
76050	2.472	20.007	4.787203	1024.7369	34.9556	736620740	2.499	0	0.50431	7.39637	34.1716	-77.7751	0
76051	2.517	20.0078	4.787267	1024.7367	34.9554	736620740	2.481	0	0.51652	7.39627	34.1716	-77.7751	0
76052	2.552	20.0088	4.787417	1024.7369	34.9558	736620740	2.468	0	0.53178	7.39612	34.1716	-77.7751	0
76053	2.595	20.0242	4.788661	1024.731	34.9532	736620741	2.499	0	0.53559	7.39415	34.17154	-77.77514	0
76054	2.636	20.0315	4.790136	1024.7338	34.9591	736620741	2.485	0	0.53712	7.3929	34.17154	-77.77514	0
76055	2.681	20.0369	4.790297	1024.7302	34.956	736620741	2.474	0	0.5539	7.39231	34.17158	-77.77512	0
76056	2.713	20.0445	4.79126	1024.7295	34.9575	736620741	2.447	0	0.52186	7.39121	34.17158	-77.77512	0
76057	2.758	20.0356	4.791071	1024.7365	34.9634	736620741	2.464	0	0.52033	7.39216	34.17158	-77.77512	0
76058	2.79	20.0055	4.787497	1024.7414	34.9592	736620741	2.52	0	0.52949	7.39643	34.17158	-77.77512	0
76059	2.835	19.9978	4.785409	1024.7354	34.9484	736620741	2.495	0	0.54704	7.39793	34.17158	-77.77512	0
76060	2.871	20.0182	4.788083	1024.734	34.9533	736620741	2.51	0	0.54093	7.39496	34.17158	-77.77512	0
76061	2.913	20.0388	4.790889	1024.7332	34.9592	736620741	2.506	0	0.54093	7.39191	34.17158	-77.77512	0
76062	2.94	20.0461	4.791525	1024.7307	34.9583	736620742	2.462	0	0.53941	7.39097	34.17152	-77.77516	0
76063	2.978	20.0349	4.791626	1024.7415	34.9684	736620742	2.451	0	0.53788	7.39203	34.17156	-77.77514	0
76064	3.004	19.9721	4.784557	1024.7539	34.9627	736620742	2.451	0	0.53941	7.40079	34.17156	-77.77514	0
76065	3.02	19.9691	4.781969	1024.7404	34.944	736620742	2.441	0	0.61646	7.40201	34.17156	-77.77514	0
76066	3.062	19.9861	4.785246	1024.7459	34.9567	736620742	2.462	0	0.68208	7.39916	34.17156	-77.77514	0
76067	3.088	20.0028	4.787559	1024.7454	34.9617	736620742	2.432	0	0.63935	7.39667	34.17156	-77.77514	0
76068	3.123	19.9795	4.785374	1024.7528	34.9632	736620742	2.432	0	0.5745	7.39976	34.17156	-77.77514	0
76069	3.154	19.9669	4.7835	1024.7526	34.9583	736620742	2.459	0	0.56229	7.40169	34.17156	-77.77514	0
76070	3.171	19.9972	4.784809	1024.7336	34.9439	736620743	2.445	0	0.55695	7.39822	34.1715	-77.77518	0
76071	3.202	20.0317	4.790134	1024.736	34.9588	736620743	2.445	0	0.56458	7.39289	34.1715	-77.77518	0
76072	3.227	20.0487	4.79247	1024.7355	34.9638	736620743	2.447	0	0.55161	7.39037	34.17154	-77.77516	0
76073	3.24	20.024	4.789817	1024.7411	34.9626	736620743	2.468	0	0.55619	7.39377	34.17154	-77.77516	0
76074	3.268	19.973	4.786134	1024.764	34.9748	736620743	2.535	0	0.58747	7.40014	34.17154	-77.77516	0
76075	3.29	19.9174	4.777167	1024.758	34.9475	736620743	2.529	0	0.59892	7.40888	34.17154	-77.77516	0
76076	3.306	19.9211	4.778539	1024.7633	34.9557	736620744	2.554	0	0.60121	7.40802	34.17148	-77.7752	0
76077	3.32	19.9014	4.777027	1024.7716	34.9597	736620744	2.541	0	0.58213	7.41052	34.17148	-77.7752	0
76078	3.335	19.9212	4.777023	1024.7538	34.9431	736620744	2.596	0	0.57832	7.40855	34.17152	-77.77518	0
76079	3.339	19.9435	4.782566	1024.7685	34.9701	736620744	2.565	0	0.58747	7.40434	34.17152	-77.77518	0
76080	3.352	19.9204	4.779524	1024.7703	34.9644	736620744	2.516	0	0.5745	7.40774	34.17152	-77.77518	0
76081	3.352	19.9085	4.777007	1024.7652	34.9536	736620744	2.502	0	0.56916	7.40982	34.17152	-77.77518	0
76082	3.351	19.9111	4.777661	1024.7669	34.9568	736620744	2.571	0	0.56382	7.40933	34.17152	-77.77518	0
76083	3.34	19.9041	4.777317	1024.771	34.9598	736620744	2.543	0	0.56306	7.41014	34.17152	-77.77518	0
76084	3.347	19.8961	4.776574	1024.7736	34.9603	736620744	2.501	0	0.5951	7.41121	34.17152	-77.77518	0
76085	3.343	19.8861	4.775005	1024.7727	34.9558	736620745	2.544	0	0.59586	7.41277	34.17148	-77.77522	0
76086	3.334	19.8983	4.775907	1024.7673	34.953	736620745	2.548	0	0.589	7.41123	34.1715	-77.77522	0
76087	3.322	19.9061	4.777639	1024.7712	34.9608	736620745	2.52	0	0.59739	7.40984	34.1715	-77.77522	0
76088	3.315	19.9045	4.776842	1024.7676	34.9556	736620745	2.543	0	0.59586	7.41028	34.1715	-77.77522	0
76089	3.295	19.9148	4.777795	1024.7642	34.9548	736620745	2.544	0	0.57679	7.40891	34.1715	-77.77522	0
76090	3.28	19.91	4.778707	1024.7742	34.9663	736620745	2.573	0	0.56916	7.40906	34.1715	-77.77522	0
76091	3.262	19.8717	4.774269	1024.7807	34.9618	736620745	2.592	0	0.5745	7.41446	34.1715	-77.77522	0
76092	3.263	19.8681	4.772309	1024.7717	34.9487	736620745	2.548	0	0.57527	7.41553	34.1715	-77.77522	0
76093	3.244	19.8907	4.775139	1024.769	34.9531	736620746	2.51	0	0.58289	7.41226	34.17146	-77.77526	0
76094	3.216	19.9125	4.778028	1024.7674	34.9587	736620746	2.499	0	0.58671	7.40905	34.17146	-77.77526	0
76095	3.209	19.9198	4.778946	1024.7666	34.9602	736620746	2.52	0	0.56229	7.408	34.17148	-77.77524	0
76096	3.203	19.9187	4.778165	1024.7626	34.9546	736620746	2.569	0	0.62867	7.40839	34.17148	-77.77524	0
76097	3.191	19.9233	4.778876	1024.7629	34.9567	736620746	2.52	0	0.65537	7.40768	34.17148	-77.77524	0
76098	3.189	19.9173	4.778363	1024.7651	34.9574	736620746	2.539	0	0.5951	7.40845	34.17148	-77.77524	0
76099	3.181	19.9295	4.778746	1024.7565	34.9505	736620746	2.554	0	0.57603	7.40711	34.17148	-77.77524	0
76100	3.177	19.942	4.780722	1024.7576	34.9562	736620746	2.573	0	0.56077	7.40515	34.17148	-77.77524	0
76101	3.154	19.9783	4.78334	1024.7413	34.9475	736620746	2.558	0	0.56764	7.40062	34.17148	-77.77524	0
76102	3.158	20.0191	4.787571	1024.7311	34.9483	736620747	2.483	0	0.57374	7.39505	34.17144	-77.77528	0
76103	3.157	20.0284	4.792563	1024.754	34.9814	736620747	2.449	0	0.56229	7.39234	34.17146	-77.77526	0
76104	3.156	19.9535	4.782283	1024.757	34.9595	736620747	2.499	0	0.5478	7.40345	34.17146	-77.77526	0
76105	3.145	19.9371	4.778222	1024.7462	34.9398	736620747	2.525	0	0.57832	7.40654	34.17146	-77.77526	0
76106	3.138	19.9511	4.781545	1024.7544	34.9554	736620747	2.539	0	0.56687	7.40396	34.17146	-77.77526	0
76107	3.138	19.9497	4.781928	1024.7581	34.9597	736620747	2.518	0	0.5539	7.40395	34.17146	-77.77526	0
76108	3.129	19.9364	4.77998	1024.7578	34.9548	736620747	2.523	0	0.5539	7.40598	34.17146	-77.77526	0
76109	3.125	19.9412	4.780262	1024.7553	34.9532	736620747	2.508	0	0.57069	7.4054	34.17146	-77.77526	0
76110	3.115	19.9492	4.781251	1024.7542	34.9546	736620748	2.499	0	0.5684	7.40425	34.17142	-77.7753	0
76111	3.103	19.9517	4.781695	1024.7547	34.9562	736620748	2.607	0	0.56306	7.40385	34.17144	-77.77528	0
76112	3.103	19.9554	4.781803	1024.7521	34.954	736620748	2.535	0	0.55467	7.40344	34.17144	-77.77528	0
76113	3.094	19.9543	4.782138	1024.7551	34.9576	736620748	2.523	0	0.55772	7.40342	34.17144	-77.77528	0
76114	3.089	19.9566	4.781605	1024.7497	34.9514	736620748	2.544	0	0.56077	7.40339	34.17144	-77.77528	0
76115	3.093	19.9601	4.782854	1024.7544	34.9587	736620748	2.59	0	0.56077	7.40259	34.17144	-77.77528	0
76116	3.086	19.9381	4.780654	1024.7603	34.959	736620749	2.55	0	0.55619	7.40557	34.1714	-77.77532	0
76117	3.084	19.9397	4.779977	1024.7547	34.9521	736620749	2.516	0	0.58518	7.40565	34.1714	-77.77532	0
76118	3.079	19.9373	4.780092	1024.7575	34.955	736620749	2.56	0	0.58061	7.40585	34.17142	-77.7753	0
76119	3.075	19.9491	4.780941	1024.7522	34.9522	736620749	2.516	0	0.59739	7.40437	34.17142	-77.7753	0
76120	3.07	19.9471	4.782206	1024.7619	34.9642	736620749	2.518	0	0.57908	7.40411	34.17142	-77.7753	0
76121	3.07	19.9238	4.779267	1024.7644	34.9595	736620749	2.504	0	0.55772	7.40748	34.17142	-77.7753	0
76122	3.069	19.9057	4.776458	1024.7631	34.9515	736620749	2.558	0	0.5539	7.41029	34.17142	-77.7753	0
76123	3.072	19.9351	4.778985	1024.7525	34.9478	736620749	2.615	0	0.55314	7.40646	34.17142	-77.7753	0
76124	3.066	19.9482	4.781539	1024.7568	34.9579	736620750	2.546	0	0.56382	7.40425	34.17138	-77.77534	0
76125	3.065	19.9373	4.781117	1024.7638	34.9634	736620750	2.552	0	0.5684	7.40548	34.17138	-77.77534	0
76126	3.061	19.9455	4.779876	1024.7487	34.9464	736620750	2.583	0	0.56001	7.40511	34.1714	-77.77532	0
76127	3.048	19.9335	4.781271	1024.7682	34.9679	736620750	2.522	0	0.55543	7.4058	34.1714	-77.77532	0
76128	3.049	19.9247	4.778015	1024.7557	34.9485	736620750	2.541	0	0.55238	7.40785	34.1714	-77.77532	0
